invalid_dates,percentage_of_batches,number_blank_or_na,non_17_digit,invalid_fund,invalid_funct,invalid_account_exp,invalid_account_rev,percent_vague_function,percent_vague_account_exp,percent_vague_account_rev
82,NA,10,28,0,1,0,32,43,5,4
